site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
MurphyLake,2,7710,Mini,NA,NA,15,18,Porzana carolina,Sora,0.6619,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,24,27,Porzana carolina,Sora,0.5003,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,27,30,Porzana carolina,Sora,0.769,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,33,36,Porzana carolina,Sora,0.8436,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,36,39,Porzana carolina,Sora,0.5612,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,48,51,Porzana carolina,Sora,0.7359,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,60,63,Porzana carolina,Sora,0.603,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,66,69,Porzana carolina,Sora,0.6445,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,90,93,Porzana carolina,Sora,0.615,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
MurphyLake,2,7710,Mini,NA,NA,138,141,Porzana carolina,Sora,0.7295,G:\Chilcotin_Cariboo_ARU_2023\z_BirdNET GUI folder\Murphy Lake\ARU_7710 (Site 2)\Data\WES1_20230603_220000.wav
