site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
AxeLake,2,7859,Mini,20230603,22,60,63,Turdus migratorius,American Robin,0.768,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,186,189,Turdus migratorius,American Robin,0.6595,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,222,225,Turdus migratorius,American Robin,0.8025,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,225,228,Turdus migratorius,American Robin,0.8398,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,228,231,Turdus migratorius,American Robin,0.5483,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,234,237,Turdus migratorius,American Robin,0.6,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,240,243,Turdus migratorius,American Robin,0.5145,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,261,264,Empidonax oberholseri,Dusky Flycatcher,0.6999,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,285,288,Turdus migratorius,American Robin,0.8666,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_220000.wav
AxeLake,2,7859,Mini,20230603,22,0,3,Catharus guttatus,Hermit Thrush,0.5086,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_221500.wav
AxeLake,2,7859,Mini,20230603,22,6,9,Catharus guttatus,Hermit Thrush,0.778,F:\Chilcotin_Cariboo_ARU_2023\Axe Lake\ARU_7859 (Site 2)\Data\SMA07859_20230603_221500.wav
