site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
MurphyLake,1,6663,Mini,20230603,22,267,270,Porzana carolina,Sora,0.5999,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_221500.wav
MurphyLake,1,6663,Mini,20230603,22,0,3,Porzana carolina,Sora,0.656,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_223000.wav
MurphyLake,1,6663,Mini,20230603,22,18,21,Porzana carolina,Sora,0.5049,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,24,27,Porzana carolina,Sora,0.5642,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,30,33,Porzana carolina,Sora,0.6293,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,42,45,Porzana carolina,Sora,0.5802,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,45,48,Porzana carolina,Sora,0.6252,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,51,54,Porzana carolina,Sora,0.5931,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,54,57,Porzana carolina,Sora,0.8198,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,57,60,Porzana carolina,Sora,0.8687,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,81,84,Porzana carolina,Sora,0.5232,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,87,90,Porzana carolina,Sora,0.7215,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,96,99,Porzana carolina,Sora,0.6119,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,108,111,Porzana carolina,Sora,0.8065,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,114,117,Porzana carolina,Sora,0.8383,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,156,159,Porzana carolina,Sora,0.5548,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,162,165,Porzana carolina,Sora,0.8806,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,168,171,Porzana carolina,Sora,0.6175,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,171,174,Porzana carolina,Sora,0.7161,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,180,183,Porzana carolina,Sora,0.5606,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,183,186,Porzana carolina,Sora,0.66,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
MurphyLake,1,6663,Mini,20230603,22,201,204,Porzana carolina,Sora,0.8186,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_2\Murphy Lake\ARU_6663 (Site 1)\Data\WES2_20230603_224500.wav
