site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
EnterpriseRoad,1,9270,BARLT,20230604,00,39,42,Porzana carolina,Sora,0.7747,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T005000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,15,18,Porzana carolina,Sora,0.6232,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T010000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,84,87,Porzana carolina,Sora,0.6514,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T010000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,93,96,Porzana carolina,Sora,0.5773,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T010000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,96,99,Porzana carolina,Sora,0.6975,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T010000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,126,129,Porzana carolina,Sora,0.5923,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T011000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,135,138,Porzana carolina,Sora,0.7792,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T011000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,285,288,Porzana carolina,Sora,0.5199,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T011000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,01,24,27,Porzana carolina,Sora,0.9345,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T012000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,102,105,Porzana carolina,Sora,0.5554,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T022000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,297,300,Porzana carolina,Sora,0.748,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T022000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,282,285,Porzana carolina,Sora,0.5223,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T023000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,282,285,Porzana carolina,Sora,0.5943,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T024000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,285,288,Porzana carolina,Sora,0.5227,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T024000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,51,54,Porzana carolina,Sora,0.9221,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,69,72,Chordeiles minor,Common Nighthawk,0.6886,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,72,75,Chordeiles minor,Common Nighthawk,0.7198,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,75,78,Chordeiles minor,Common Nighthawk,0.5996,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,81,84,Chordeiles minor,Common Nighthawk,0.857,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,84,87,Chordeiles minor,Common Nighthawk,0.8663,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,114,117,Porzana carolina,Sora,0.6076,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
EnterpriseRoad,1,9270,BARLT,20230604,02,117,120,Porzana carolina,Sora,0.872,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Enterprise Road\ARU_9270\12338919_20230604_YellowRail2023 [+51.87142-121.84769]\00009270_12338919_20230604T025000-0700_REC [+51.87142-121.84769].wav
