site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
ColpittLake,2,7255,Mini,NA,NA,129,132,Porzana carolina,Sora,0.5802,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_220000.wav
ColpittLake,2,7255,Mini,NA,NA,225,228,Porzana carolina,Sora,0.6398,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_220000.wav
ColpittLake,2,7255,Mini,NA,NA,258,261,Porzana carolina,Sora,0.676,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_220000.wav
ColpittLake,2,7255,Mini,NA,NA,276,279,Porzana carolina,Sora,0.6678,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_220000.wav
ColpittLake,2,7255,Mini,NA,NA,288,291,Porzana carolina,Sora,0.6396,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_220000.wav
ColpittLake,2,7255,Mini,NA,NA,0,3,Porzana carolina,Sora,0.6922,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,3,6,Porzana carolina,Sora,0.6497,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,6,9,Porzana carolina,Sora,0.9173,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,9,12,Porzana carolina,Sora,0.6253,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,12,15,Porzana carolina,Sora,0.7923,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,21,24,Porzana carolina,Sora,0.5123,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,24,27,Porzana carolina,Sora,0.7203,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
ColpittLake,2,7255,Mini,NA,NA,27,30,Porzana carolina,Sora,0.7149,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Colpitt Lake\ARU_7255 (Site 2)\Data\RCH3_20230603_221500.wav
