site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
HelenaConservation,2,9140,BARLT,20230603,22,69,72,Porzana carolina,Sora,0.8978,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T220000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,22,72,75,Porzana carolina,Sora,0.8964,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T220000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,22,168,171,Porzana carolina,Sora,0.8846,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T221000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,22,171,174,Porzana carolina,Sora,0.893,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T221000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,22,114,117,Porzana carolina,Sora,0.8808,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T222000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,75,78,Cistothorus palustris,Marsh Wren,0.5952,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T230000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,276,279,Cistothorus palustris,Marsh Wren,0.6898,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T230000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,120,123,Cistothorus palustris,Marsh Wren,0.9092,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,132,135,Cistothorus palustris,Marsh Wren,0.9358,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,138,141,Cistothorus palustris,Marsh Wren,0.8599,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,141,144,Cistothorus palustris,Marsh Wren,0.5601,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,147,150,Cistothorus palustris,Marsh Wren,0.6372,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,153,156,Cistothorus palustris,Marsh Wren,0.6971,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,171,174,Cistothorus palustris,Marsh Wren,0.7489,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,180,183,Porzana carolina,Sora,0.9175,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,183,186,Cistothorus palustris,Marsh Wren,0.8702,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,189,192,Cistothorus palustris,Marsh Wren,0.5577,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,192,195,Cistothorus palustris,Marsh Wren,0.5132,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,198,201,Cistothorus palustris,Marsh Wren,0.5124,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,204,207,Cistothorus palustris,Marsh Wren,0.5107,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,207,210,Cistothorus palustris,Marsh Wren,0.9187,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,255,258,Cistothorus palustris,Marsh Wren,0.6439,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,261,264,Cistothorus palustris,Marsh Wren,0.6448,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,264,267,Cistothorus palustris,Marsh Wren,0.9023,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
HelenaConservation,2,9140,BARLT,20230603,23,270,273,Cistothorus palustris,Marsh Wren,0.5348,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_4\Helena Conservation\ARU_9140 (Site 2)\22651519_20230603_YellowRail2023 [+51.81132-121.64846]\00009140_22651519_20230603T231000-0700_REC [+51.81132-121.64846].wav
